LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
33187-6,"Body weight growth percentile",Prctl,Pt,^Fetus,Qn,"US.estimated from Arbuckle 1993 female singleton",OB.US,2.70,ACTIVE,2,Observation,,%,"Fetal body weight growth percentile by method of Arbuckle 1993 female singleton (US)",%,2.09,false,"Body weight growth percentile:Prctl:Pt:^Fetus:Qn:US.estimated from Arbuckle 1993 female singleton"
33188-4,"Body weight growth percentile",Prctl,Pt,^Fetus,Qn,"US.estimated from Arbuckle 1993 female twins",OB.US,2.70,ACTIVE,2,Observation,,%,"Fetal body weight growth percentile by method of Arbuckle 1993 female twins (US)",%,2.09,false,"Body weight growth percentile:Prctl:Pt:^Fetus:Qn:US.estimated from Arbuckle 1993 female twins"
33186-8,"Body weight growth percentile",Prctl,Pt,^Fetus,Qn,"US.estimated from Arbuckle 1993 male singleton",OB.US,2.70,ACTIVE,2,Observation,,%,"Fetal body weight growth percentile by method of Arbuckle 1993 male singleton (US)",%,2.09,false,"Body weight growth percentile:Prctl:Pt:^Fetus:Qn:US.estimated from Arbuckle 1993 male singleton"
33199-1,"Body weight growth percentile",Prctl,Pt,^Fetus,Qn,"US.estimated from Arbuckle 1993 male twins",OB.US,2.70,ACTIVE,2,Observation,,%,"Fetal body weight growth percentile by method of Arbuckle 1993 male twins (US)",%,2.09,false,"Body weight growth percentile:Prctl:Pt:^Fetus:Qn:US.estimated from Arbuckle 1993 male twins"
33189-2,"Body weight growth percentile",Prctl,Pt,^Fetus,Qn,"US.estimated from Brenner 1976",OB.US,2.70,ACTIVE,2,Observation,,%,"Fetal body weight growth percentile estimated from gestational age by method of Brenner 1976 (US)",%,2.09,false,"Body weight growth percentile:Prctl:Pt:^Fetus:Qn:US.estimated from Brenner 1976"
33183-5,"Body weight growth percentile",Prctl,Pt,^Fetus,Qn,"US.estimated from Campbell 1991",OB.US,2.70,DEPRECATED,2,Observation,,%,"Deprecated Fetal body weight growth percentile estimated from gestational age by method of Campbell 1991 (US)",%,2.09,false,"Body weight growth percentile:Prctl:Pt:^Fetus:Qn:US.estimated from Campbell 1991"
33190-0,"Body weight growth percentile",Prctl,Pt,^Fetus,Qn,"US.estimated from Hadlock 1985",OB.US,2.70,ACTIVE,2,Observation,,%,"Fetal body weight growth percentile estimated from gestational age by method of Hadlock 1985 (US)",%,2.09,false,"Body weight growth percentile:Prctl:Pt:^Fetus:Qn:US.estimated from Hadlock 1985"
33184-3,"Body weight growth percentile",Prctl,Pt,^Fetus,Qn,"US.estimated from Williams 1982",OB.US,2.70,ACTIVE,2,Observation,,%,"Fetal body weight growth percentile estimated from gestational age by method of Williams 1982 (US)",%,2.09,false,"Body weight growth percentile:Prctl:Pt:^Fetus:Qn:US.estimated from Williams 1982"
69696-3,"Exercised for more than an hour specifically to avoid gaining weight after binge eating often in last 3Mo in order to avoid gaining weight",Find,3Mo,^Patient,Ord,Reported.PHQ,SURVEY.PHQ,2.61,ACTIVE,4,,"Copyright © Pfizer Inc. All rights reserved. Developed by Drs. Robert L. Spitzer, Janet B.W. Williams, Kurt Kroenke and colleagues, with an educational grant from Pfizer Inc. No permission required to reproduce, translate, display or distribute.",,"Exercised for more than an hour specifically to avoid gaining weight after binge eating often in last 3 months in order to avoid gaining weight [Reported.PHQ]",,2.38,false,"Exercised for more than an hour specifically to avoid gaining weight after binge eating often in last 3Mo in order to avoid gaining weight:Find:3Mo:^Patient:Ord:Reported.PHQ"
55819-7,"Adiponectin.high molecular weight",MCnc,Pt,Ser/Plas,Qn,,CHEM,2.70,ACTIVE,1,Both,,mg/L,"Adiponectin.high molecular weight [Mass/volume] in Serum or Plasma",mg/L,2.29,false,"Adiponectin.high molecular weight:MCnc:Pt:Ser/Plas:Qn:"
70678-8,"I am worried about my weight in the past 7D",Find,7D,^Patient,Ord,FACIT,SURVEY.GNHLTH,2.66,ACTIVE,4,,"Copyright © 2010 FACIT.org. Used with permission. All translations, adaptations, symptom indices, computer programs, and scoring algorithms, and any other related documents of the Functional Assessment of Chronic Illness Therapy (FACIT) Measurement System, including the Functional Assessment of Cancer Therapy (FACT), are owned and copyrighted by, and the intellectual property of, David Cella, Ph.D.",,"I am worried about my weight in the past 7 days [FACIT]",,2.40,false,"I am worried about my weight in the past 7D:Find:7D:^Patient:Ord:FACIT"
17608-1,"Specimen weight",MRat,48H,Stool,Qn,,SPEC,2.44,ACTIVE,1,Observation,,"g/48 H","Weight [Mass/time] of 48 hour Stool",g/(48.h),1.0l,false,"Specimen weight:MRat:48H:Stool:Qn:"
17609-9,"Specimen weight",MRat,72H,Stool,Qn,,SPEC,2.73,ACTIVE,1,Observation,,"g/72 H","Weight [Mass/time] of 72 hour Stool",g/(72.h),1.0l,false,"Specimen weight:MRat:72H:Stool:Qn:"
18382-2,"Specimen.dry weight",MRat,24H,Stool,Qn,,SPEC,2.73,ACTIVE,1,Observation,,,"Dry weight [Mass/time] of 24 hour Stool",,1.0l,false,"Specimen.dry weight:MRat:24H:Stool:Qn:"
3171-6,"Specimen.dry weight",MRat,72H,Stool,Qn,,SPEC,2.73,ACTIVE,1,Observation,,,"Dry weight [Mass/time] of 72 hour Stool",,1.0,false,"Specimen.dry weight:MRat:72H:Stool:Qn:"
29130-2,"Weight on cornea",Mass,Pt,Eye.left,Qn,Tonometry.Schistz,EYE.TONOMETRY,2.70,ACTIVE,2,,,g,"Left eye Weight on cornea Schistz tonometry",g,2.00,false,"Weight on cornea:Mass:Pt:Eye.left:Qn:Tonometry.Schistz"
29129-4,"Weight on cornea",Mass,Pt,Eye.right,Qn,Tonometry.Schistz,EYE.TONOMETRY,2.70,ACTIVE,2,,,g,"Right eye Weight on cornea Schistz tonometry",g,2.00,false,"Weight on cornea:Mass:Pt:Eye.right:Qn:Tonometry.Schistz"
66767-5,"Vanillylmandelate/body weight",RelSRat,24H,Urine,Qn,,CHEM,2.70,ACTIVE,1,Observation,,mmol/kg/d,"Vanillylmandelate/Body weight [Moles/kg/time] in 24 hour Urine",umol/kg/d,2.38,false,"Vanillylmandelate/body weight:RelSRat:24H:Urine:Qn:"
56084-7,"PhenX measure - weight",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.46,DEPRECATED,2,,,,"Deprecated PhenX measure - weight",,2.29,false,"PhenX measure - weight:-:Pt:^Patient:-:PhenX"
11728-3,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference on US",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC"
33162-9,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from Hadlock 1991",OB.US,2.70,ACTIVE,2,Observation,,kg,"Fetal Body weight US+Estimated from Hadlock 1991",kg,2.09,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from Hadlock 1991"
81910-2,"Protein intake/body weight",RelMRat,24H,^Patient,Qn,Estimated,NUTRITION&DIETETICS,2.66,ACTIVE,2,Observation,,"g/kg/24 H","Protein intake/Body weight 24 hour Estimated",g/kg/(24.h),2.56,false,"Protein intake/body weight:RelMRat:24H:^Patient:Qn:Estimated"
81911-0,"Protein intake/body weight",RelMRat,24H,^Patient,Qn,Measured,NUTRITION&DIETETICS,2.66,ACTIVE,2,Observation,,"g/kg/24 H","Protein intake/Body weight 24 hour Measured",g/kg/(24.h),2.56,false,"Protein intake/body weight:RelMRat:24H:^Patient:Qn:Measured"
77606-2,Weight-for-length,Prctl,Pt,^Patient,Qn,"Per age and sex",BDYWGT.MOLEC,2.66,ACTIVE,2,Both,,%,"Weight-for-length Per age and sex",%,2.52,false,"Weight-for-length:Prctl:Pt:^Patient:Qn:Per age and sex"
56055-7,"PhenX measure - birth weight",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.46,DEPRECATED,2,,,,"Deprecated PhenX measure - birth weight",,2.29,false,"PhenX measure - birth weight:-:Pt:^Patient:-:PhenX"
18584-3,"Body weight^at ambulance transport",Cmplx,Pt,^Patient,Set,,ATTACH.AMB,2.40,ACTIVE,3,,,,"Body weight at ambulance transport Set",,1.0l,false,"Body weight^at ambulance transport:Cmplx:Pt:^Patient:Set:"
56067-2,"PhenX measure - maximum adult weight",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.46,DEPRECATED,2,,,,"Deprecated PhenX measure - maximum adult weight",,2.29,false,"PhenX measure - maximum adult weight:-:Pt:^Patient:-:PhenX"
43997-6,"Alpha-1-Fetoprotein^^adjusted for weight",MoM,Pt,Ser/Plas,Qn,,CHEM,2.73,ACTIVE,1,Observation,,M.o.M,"Alpha-1-Fetoprotein [Multiple of the median] adjusted for weight in Serum or Plasma",{M.o.M},2.17,false,"Alpha-1-Fetoprotein^^adjusted for weight:MoM:Pt:Ser/Plas:Qn:"
56057-3,"Body weight more or less than 5.5 pounds (2500 g)^at birth",Find,Pt,^Patient,Ord,Reported,PHENX,2.65,TRIAL,2,,,,"Birth weight more or less than 5.5 pounds (2500 g) - Reported",,2.29,false,"Body weight more or less than 5.5 pounds (2500 g)^at birth:Find:Pt:^Patient:Ord:Reported"
50738-4,"Serotonin release.heparin.low molecular weight panel",-,Pt,Ser,-,,PANEL.SERO,2.52,DISCOURAGED,1,Order,,,"Serotonin release.heparin.low molecular weight panel - Serum",,2.22,true,"Serotonin release.heparin.low molecular weight panel:-:Pt:Ser:-:"
45694-7,"Weight gain or loss of 3+ Lbs. within a 7D period",Find,7D,^Patient,Ord,MDS,SURVEY.MDS,2.61,ACTIVE,4,,"InterRAI holds the copyright to Version 2.0 of the RAI for long term care outside of the US. Supplemental help and contextual information for MDS items in LOINC was derived from Version 2.0 of the RAI/MDS manual, and should not be reproduced outside of the United States without permission of InterRAI. Within the US, Version 2.0 is in the public domain. As a not for profit corporation under the US Tax Code, interRAI holds the copyright to a number of assessment systems, including the Resident Assessment Instrument (RAI) for long term care facilities outside of the US (the RAI is in the public domain within the US), as well as the assessment systems for Home Care (HC), Assisted Living (AL), Palliative Care (PC), Mental Health (MH) (outside of Canada), and Acute Care (RAI-AC).

The scales, algorithms, and case-mix measures based on these assessment instruments cannot be copyrighted and are thus available to everyone (although the individual items on which they are based are usually copyrighted).

The major clauses of our royalty-free licenses follow:

    * the instrument is not to be changed substantially (excepting individual identifiers and demographics);
    * the license is limited to non-commercial use (i.e., the instrument will not be not incorporated into products to be sold to others);
    * no royalties will be charged;
    * the organization will make appropriate efforts to inform others of the copyright status of the instrument;
    * interRAI's logo and copyright notice are to appear on the form;
    * authors, author institutions, and translators (as appropriate) are to be acknowledged in any document where authors would regularly be indicated (e.g., publication of a training manual);
    * publication of any training manual is limited to the period until a commercially-published version is available;
    * data from use of the instrument are to be shared with interRAI, subject to existing laws on confidentiality.

Commercial use usually requires royalties. In this instance, interRAI may omit the data requirement, but retains the other requirements for a logo, attribution, etc.

We will be pleased in any contract negotiations to acknowledge the participation of individuals or organizations which have played a substantial role in getting the instrument to the point of implementation.

For more information on licensing with interRAI, please contact the president of the Board:

Brant E. Fries, Ph.D.
Institute of Gerontology
University of Michigan
300 North Ingalls
Ann Arbor, Michigan USA 48109
Email: bfries@umich.edu",,"Weight gain or loss of 3+ Lbs. within a 7 day period [Minimum Data Set]",,2.17,false,"Weight gain or loss of 3+ Lbs. within a 7D period:Find:7D:^Patient:Ord:MDS"
56069-8,"Body weight.max",Mass,Pt,^Patient,Qn,Reported,PHENX,2.69,TRIAL,2,,,gm;lb-oz,"Body weight.max [Reported]",[lb_av];kg,2.29,false,"Body weight.max:Mass:Pt:^Patient:Qn:Reported"
97900-5,"Manage weight well",Find,Pt,^Patient,Ord,,SURVEY.R-OUTCOMES,2.72,ACTIVE,4,Observation,,,"Manage weight well",,2.70,false,"Manage weight well:Find:Pt:^Patient:Ord:"
56082-1,"PhenX measure - weight loss or gain",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.46,DEPRECATED,2,,,,"Deprecated PhenX measure - weight loss or gain",,2.29,false,"PhenX measure - weight loss or gain:-:Pt:^Patient:-:PhenX"
76267-4,"Oxygen consumption/Ideal body weight",ArVRat,Pt,^Patient,Qn,,PULM,2.67,ACTIVE,2,Observation,,,"Oxygen consumption (VO2)/Ideal body weight [Volume Rate/Area]",,2.58,false,"Oxygen consumption/Ideal body weight:ArVRat:Pt:^Patient:Qn:"
11729-1,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD"
11743-2,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&FL",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Femur length on US",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&FL"
11753-1,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&HC",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Head circumference on US",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&HC"
11756-4,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC.Campbell 1975",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference on US by Campbell 1975 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC.Campbell 1975"
11757-2,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC.Vintzileos 1987",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference on US by Vintzileos 1987 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC.Vintzileos 1987"
11758-0,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC.Warsof 1977",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference on US by Warsof 1977 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC.Warsof 1977"
11759-8,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AD&BPD",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal diameter and Biparietal diameter on US",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AD&BPD"
11764-8,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AD&FL",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal diameter and Femur length on US",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AD&FL"
33144-7,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from Tokyo 1987",OB.US,2.70,ACTIVE,2,Observation,,kg,"Fetal Body weight estimated on US by Tokyo 1987 method",kg,2.09,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from Tokyo 1987"
50739-2,"Serotonin release.heparin.porcine & low molecular weight panel",-,Pt,Ser,-,,PANEL.SERO,2.42,ACTIVE,1,Order,,,"Serotonin release.heparin.porcine and low molecular weight panel - Serum",,2.22,true,"Serotonin release.heparin.porcine & low molecular weight panel:-:Pt:Ser:-:"
68501-6,"Serotonin release.heparin.unfractionated & low molecular weight panel",-,Pt,Ser,-,,PANEL.SERO,2.73,ACTIVE,1,Order,,,"Serotonin release.heparin.unfractionated and low molecular weight panel - Serum",,2.38,true,"Serotonin release.heparin.unfractionated & low molecular weight panel:-:Pt:Ser:-:"
56070-6,"Age^at body weight.max",Time,Pt,^Patient,Qn,,PHENX,2.65,TRIAL,2,,,years,"Age --at body weight.max",a,2.29,false,"Age^at body weight.max:Time:Pt:^Patient:Qn:"
46039-4,"Height & weight",-,Pt,^Patient,Set,,PANEL.SURVEY.MDS,2.52,ACTIVE,4,Order,"InterRAI holds the copyright to Version 2.0 of the RAI for long term care outside of the US. Supplemental help and contextual information for MDS items in LOINC was derived from Version 2.0 of the RAI/MDS manual, and should not be reproduced outside of the United States without permission of InterRAI. Within the US, Version 2.0 is in the public domain. As a not for profit corporation under the US Tax Code, interRAI holds the copyright to a number of assessment systems, including the Resident Assessment Instrument (RAI) for long term care facilities outside of the US (the RAI is in the public domain within the US), as well as the assessment systems for Home Care (HC), Assisted Living (AL), Palliative Care (PC), Mental Health (MH) (outside of Canada), and Acute Care (RAI-AC).

The scales, algorithms, and case-mix measures based on these assessment instruments cannot be copyrighted and are thus available to everyone (although the individual items on which they are based are usually copyrighted).

The major clauses of our royalty-free licenses follow:

    * the instrument is not to be changed substantially (excepting individual identifiers and demographics);
    * the license is limited to non-commercial use (i.e., the instrument will not be not incorporated into products to be sold to others);
    * no royalties will be charged;
    * the organization will make appropriate efforts to inform others of the copyright status of the instrument;
    * interRAI's logo and copyright notice are to appear on the form;
    * authors, author institutions, and translators (as appropriate) are to be acknowledged in any document where authors would regularly be indicated (e.g., publication of a training manual);
    * publication of any training manual is limited to the period until a commercially-published version is available;
    * data from use of the instrument are to be shared with interRAI, subject to existing laws on confidentiality.

Commercial use usually requires royalties. In this instance, interRAI may omit the data requirement, but retains the other requirements for a logo, attribution, etc.

We will be pleased in any contract negotiations to acknowledge the participation of individuals or organizations which have played a substantial role in getting the instrument to the point of implementation.

For more information on licensing with interRAI, please contact the president of the Board:

Brant E. Fries, Ph.D.
Institute of Gerontology
University of Michigan
300 North Ingalls
Ann Arbor, Michigan USA 48109
Email: bfries@umich.edu",,"Height and weight Set",,2.17,false,"Height & weight:-:Pt:^Patient:Set:"
54567-3,"Height and weight",-,Pt,^Patient,-,,PANEL.SURVEY.MDS,2.74,ACTIVE,4,Order,,,"Height and weight",,2.27,false,"Height and weight:-:Pt:^Patient:-:"
56075-5,"PhenX measure - pregnancy weight gain",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.46,DEPRECATED,2,,,,"Deprecated PhenX measure - pregnancy weight gain",,2.29,false,"PhenX measure - pregnancy weight gain:-:Pt:^Patient:-:PhenX"
46040-2,"Weight change",-,Pt,^Patient,Set,,PANEL.SURVEY.MDS,2.52,ACTIVE,4,Order,"InterRAI holds the copyright to Version 2.0 of the RAI for long term care outside of the US. Supplemental help and contextual information for MDS items in LOINC was derived from Version 2.0 of the RAI/MDS manual, and should not be reproduced outside of the United States without permission of InterRAI. Within the US, Version 2.0 is in the public domain. As a not for profit corporation under the US Tax Code, interRAI holds the copyright to a number of assessment systems, including the Resident Assessment Instrument (RAI) for long term care facilities outside of the US (the RAI is in the public domain within the US), as well as the assessment systems for Home Care (HC), Assisted Living (AL), Palliative Care (PC), Mental Health (MH) (outside of Canada), and Acute Care (RAI-AC).

The scales, algorithms, and case-mix measures based on these assessment instruments cannot be copyrighted and are thus available to everyone (although the individual items on which they are based are usually copyrighted).

The major clauses of our royalty-free licenses follow:

    * the instrument is not to be changed substantially (excepting individual identifiers and demographics);
    * the license is limited to non-commercial use (i.e., the instrument will not be not incorporated into products to be sold to others);
    * no royalties will be charged;
    * the organization will make appropriate efforts to inform others of the copyright status of the instrument;
    * interRAI's logo and copyright notice are to appear on the form;
    * authors, author institutions, and translators (as appropriate) are to be acknowledged in any document where authors would regularly be indicated (e.g., publication of a training manual);
    * publication of any training manual is limited to the period until a commercially-published version is available;
    * data from use of the instrument are to be shared with interRAI, subject to existing laws on confidentiality.

Commercial use usually requires royalties. In this instance, interRAI may omit the data requirement, but retains the other requirements for a logo, attribution, etc.

We will be pleased in any contract negotiations to acknowledge the participation of individuals or organizations which have played a substantial role in getting the instrument to the point of implementation.

For more information on licensing with interRAI, please contact the president of the Board:

Brant E. Fries, Ph.D.
Institute of Gerontology
University of Michigan
300 North Ingalls
Ann Arbor, Michigan USA 48109
Email: bfries@umich.edu",,"Weight change Set",,2.17,false,"Weight change:-:Pt:^Patient:Set:"
65964-9,"Weight gain",Find,Pt,^Patient,Ord,"DI-PAD CGP V 1.4",PHENX,2.65,ACTIVE,2,,,,"Weight gain [DI-PAD]",,2.36,false,"Weight gain:Find:Pt:^Patient:Ord:DI-PAD CGP V 1.4"
56078-9,"Weight gain^during current pregnancy",Mass,Pt,^Patient,Qn,,PHENX,2.65,TRIAL,2,,,gm;lb-oz,"Weight gain [Mass] --during current pregnancy",[lb_av],2.29,false,"Weight gain^during current pregnancy:Mass:Pt:^Patient:Qn:"
76266-6,"Carbon dioxide production/Ideal body weight",VRat,Pt,"Respiratory system",Qn,,PULM,2.58,ACTIVE,2,Both,,L/min/kg,"Carbon dioxide production (VCO2)/Ideal body weight in Respiratory system",L/min/kg,2.56,false,"Carbon dioxide production/Ideal body weight:VRat:Pt:Respiratory system:Qn:"
93820-9,"Calories burned^during weight training",EngRat,XXX,^Patient,Qn,,CLIN,2.67,ACTIVE,2,Observation,,kcal/h,"Calories burned in unspecified time --during weight training",kcal/h,2.67,false,"Calories burned^during weight training:EngRat:XXX:^Patient:Qn:"
45736-6,"Weight gain",Find,Pt,^Patient,Ord,MDS,SURVEY.MDS,2.50,ACTIVE,4,,"InterRAI holds the copyright to Version 2.0 of the RAI for long term care outside of the US. Supplemental help and contextual information for MDS items in LOINC was derived from Version 2.0 of the RAI/MDS manual, and should not be reproduced outside of the United States without permission of InterRAI. Within the US, Version 2.0 is in the public domain. As a not for profit corporation under the US Tax Code, interRAI holds the copyright to a number of assessment systems, including the Resident Assessment Instrument (RAI) for long term care facilities outside of the US (the RAI is in the public domain within the US), as well as the assessment systems for Home Care (HC), Assisted Living (AL), Palliative Care (PC), Mental Health (MH) (outside of Canada), and Acute Care (RAI-AC).

The scales, algorithms, and case-mix measures based on these assessment instruments cannot be copyrighted and are thus available to everyone (although the individual items on which they are based are usually copyrighted).

The major clauses of our royalty-free licenses follow:

    * the instrument is not to be changed substantially (excepting individual identifiers and demographics);
    * the license is limited to non-commercial use (i.e., the instrument will not be not incorporated into products to be sold to others);
    * no royalties will be charged;
    * the organization will make appropriate efforts to inform others of the copyright status of the instrument;
    * interRAI's logo and copyright notice are to appear on the form;
    * authors, author institutions, and translators (as appropriate) are to be acknowledged in any document where authors would regularly be indicated (e.g., publication of a training manual);
    * publication of any training manual is limited to the period until a commercially-published version is available;
    * data from use of the instrument are to be shared with interRAI, subject to existing laws on confidentiality.

Commercial use usually requires royalties. In this instance, interRAI may omit the data requirement, but retains the other requirements for a logo, attribution, etc.

We will be pleased in any contract negotiations to acknowledge the participation of individuals or organizations which have played a substantial role in getting the instrument to the point of implementation.

For more information on licensing with interRAI, please contact the president of the Board:

Brant E. Fries, Ph.D.
Institute of Gerontology
University of Michigan
300 North Ingalls
Ann Arbor, Michigan USA 48109
Email: bfries@umich.edu",,"Weight gain [Minimum Data Set]",,2.17,false,"Weight gain:Find:Pt:^Patient:Ord:MDS"
56080-5,"Weight gain^during most recent pregnancy",Mass,Pt,^Patient,Qn,,PHENX,2.65,TRIAL,2,,,gm;lb-oz,"Weight gain [Mass] --during most recent pregnancy",[lb_av],2.29,false,"Weight gain^during most recent pregnancy:Mass:Pt:^Patient:Qn:"
45735-8,"Weight loss",Find,Pt,^Patient,Ord,MDS,SURVEY.MDS,2.50,ACTIVE,4,,"InterRAI holds the copyright to Version 2.0 of the RAI for long term care outside of the US. Supplemental help and contextual information for MDS items in LOINC was derived from Version 2.0 of the RAI/MDS manual, and should not be reproduced outside of the United States without permission of InterRAI. Within the US, Version 2.0 is in the public domain. As a not for profit corporation under the US Tax Code, interRAI holds the copyright to a number of assessment systems, including the Resident Assessment Instrument (RAI) for long term care facilities outside of the US (the RAI is in the public domain within the US), as well as the assessment systems for Home Care (HC), Assisted Living (AL), Palliative Care (PC), Mental Health (MH) (outside of Canada), and Acute Care (RAI-AC).

The scales, algorithms, and case-mix measures based on these assessment instruments cannot be copyrighted and are thus available to everyone (although the individual items on which they are based are usually copyrighted).

The major clauses of our royalty-free licenses follow:

    * the instrument is not to be changed substantially (excepting individual identifiers and demographics);
    * the license is limited to non-commercial use (i.e., the instrument will not be not incorporated into products to be sold to others);
    * no royalties will be charged;
    * the organization will make appropriate efforts to inform others of the copyright status of the instrument;
    * interRAI's logo and copyright notice are to appear on the form;
    * authors, author institutions, and translators (as appropriate) are to be acknowledged in any document where authors would regularly be indicated (e.g., publication of a training manual);
    * publication of any training manual is limited to the period until a commercially-published version is available;
    * data from use of the instrument are to be shared with interRAI, subject to existing laws on confidentiality.

Commercial use usually requires royalties. In this instance, interRAI may omit the data requirement, but retains the other requirements for a logo, attribution, etc.

We will be pleased in any contract negotiations to acknowledge the participation of individuals or organizations which have played a substantial role in getting the instrument to the point of implementation.

For more information on licensing with interRAI, please contact the president of the Board:

Brant E. Fries, Ph.D.
Institute of Gerontology
University of Michigan
300 North Ingalls
Ann Arbor, Michigan USA 48109
Email: bfries@umich.edu",,"Weight loss [Minimum Data Set]",,2.17,false,"Weight loss:Find:Pt:^Patient:Ord:MDS"
11738-2,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD.Hadlock 1984",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US by Hadlock 1984 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD.Hadlock 1984"
11739-0,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD.Shepard 1982",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US by Shepard 1982 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD.Shepard 1982"
11740-8,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD.Thurnau 1983",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US by Thurnau 1983 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD.Thurnau 1983"
11741-6,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD.Warsof 1977",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US by Warsof 1977 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD.Warsof 1977"
11742-4,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&BPD.Weinberger 1984",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Biparietal diameter on US by Weinberger 1984 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&BPD.Weinberger 1984"
11750-7,"Body weight",Mass,Pt,^Fetus,Qn,"US+Estimated from AC&FL.Hadlock 1984",OB.US,2.52,ACTIVE,2,Observation,,g,"Fetal Body weight estimated from Abdominal circumference and Femur length on US by Hadlock 1984 method",g,1.0j-a,false,"Body weight:Mass:Pt:^Fetus:Qn:US+Estimated from AC&FL.Hadlock 1984"
