LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
71596-1,Eosinophils/leukocytes,NFr.DF,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Eosinophils/Leukocytes [Pure number fraction] in Bronchial specimen by Manual count",,2.42,false,"Eosinophils/leukocytes:NFr.DF:Pt:Bronchial:Qn:Manual count"
74354-2,"Epithelial cells/100 leukocytes",NFr,Pt,Sputum,Qn,,HEM/BC,2.50,ACTIVE,1,Both,,%,"Epithelial cells/100 leukocytes in Sputum",%,2.46,false,"Epithelial cells/100 leukocytes:NFr:Pt:Sputum:Qn:"
28543-7,"Basophils/100 leukocytes",NFr,Pt,"Body fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Body fluid",%,2.00,false,"Basophils/100 leukocytes:NFr:Pt:Body fld:Qn:"
14625-8,"Basophils/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Bronchial specimen by Manual count",%,1.0k,false,"Basophils/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
30374-3,"Basophils/100 leukocytes",NFr,Pt,CSF,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Cerebral spinal fluid",%,2.04,false,"Basophils/100 leukocytes:NFr:Pt:CSF:Qn:"
35069-4,"Basophils/100 leukocytes",NFr,Pt,"Periton fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Peritoneal fluid",%,2.11,false,"Basophils/100 leukocytes:NFr:Pt:Periton fld:Qn:"
21094-8,"Basophils/100 leukocytes",NFr,Pt,Sputum,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Sputum by Manual count",%,1.0m,false,"Basophils/100 leukocytes:NFr:Pt:Sputum:Qn:Manual count"
26445-7,"Basophils/100 leukocytes",NFr,Pt,XXX,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Basophils/100 leukocytes in Specimen",%,2.00,false,"Basophils/100 leukocytes:NFr:Pt:XXX:Qn:"
71595-3,Basophils/leukocytes,NFr.DF,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Basophils/Leukocytes [Pure number fraction] in Bronchial specimen by Manual count",,2.42,false,"Basophils/leukocytes:NFr.DF:Pt:Bronchial:Qn:Manual count"
71602-7,Basophils/leukocytes,NFr.DF,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Basophils/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count",,2.42,false,"Basophils/leukocytes:NFr.DF:Pt:Pericard fld:Qn:Manual count"
74143-9,"Granulocytes/100 leukocytes",NFr,Pt,"Body fld",Qn,,HEM/BC,2.50,ACTIVE,1,Both,,%,"Granulocytes/100 leukocytes in Body fluid",%,2.46,false,"Granulocytes/100 leukocytes:NFr:Pt:Body fld:Qn:"
14773-6,"Granulocytes/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Granulocytes/100 leukocytes in Bronchial specimen by Manual count",%,1.0k,false,"Granulocytes/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
33963-0,"Granulocytes/100 leukocytes",NFr,Pt,CSF,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Granulocytes/100 leukocytes in Cerebral spinal fluid",%,2.09,false,"Granulocytes/100 leukocytes:NFr:Pt:CSF:Qn:"
74141-3,"Granulocytes/100 leukocytes",NFr,Pt,"Dial fld prt",Qn,,HEM/BC,2.50,ACTIVE,1,Both,,%,"Granulocytes/100 leukocytes in Peritoneal dialysis fluid",%,2.46,false,"Granulocytes/100 leukocytes:NFr:Pt:Dial fld prt:Qn:"
32177-8,"Granulocytes/100 leukocytes",NFr,Pt,Vag,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Granulocytes/100 leukocytes in Vaginal fluid",%,2.07,false,"Granulocytes/100 leukocytes:NFr:Pt:Vag:Qn:"
69866-2,"Process variables for assays - human leukocyte antigen - HLA",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.40,TRIAL,2,,,,"Process variables for assays - human leukocyte antigen - HLA PhenX",,2.40,false,"Process variables for assays - human leukocyte antigen - HLA:-:Pt:^Patient:-:PhenX"
30427-9,"Macrophages/100 leukocytes",NFr,Pt,"Body fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Macrophages/100 leukocytes in Body fluid",%,2.04,false,"Macrophages/100 leukocytes:NFr:Pt:Body fld:Qn:"
56772-7,"Macrophages/100 leukocytes",NFr,Pt,Bronchial,Qn,"Flow cytometry",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Macrophages/100 leukocytes in Bronchial specimen by Flow cytometry (FC)",%,2.29,false,"Macrophages/100 leukocytes:NFr:Pt:Bronchial:Qn:Flow cytometry"
14823-9,"Macrophages/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Macrophages/100 leukocytes in Bronchial specimen by Manual count",%,1.0k,false,"Macrophages/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
30426-1,"Macrophages/100 leukocytes",NFr,Pt,CSF,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Macrophages/100 leukocytes in Cerebral spinal fluid",%,2.04,false,"Macrophages/100 leukocytes:NFr:Pt:CSF:Qn:"
71594-6,Macrophages/leukocytes,NFr.DF,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Macrophages/Leukocytes [Pure number fraction] in Bronchial specimen by Manual count",,2.42,false,"Macrophages/leukocytes:NFr.DF:Pt:Bronchial:Qn:Manual count"
71600-1,Macrophages/leukocytes,NFr.DF,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Macrophages/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count",,2.42,false,"Macrophages/leukocytes:NFr.DF:Pt:Pericard fld:Qn:Manual count"
30430-3,"Mesothelial cells/100 leukocytes",NFr,Pt,"Pericard fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Mesothelial cells/100 leukocytes in Pericardial fluid",%,2.04,false,"Mesothelial cells/100 leukocytes:NFr:Pt:Pericard fld:Qn:"
30432-9,"Mesothelial cells/100 leukocytes",NFr,Pt,"Periton fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Mesothelial cells/100 leukocytes in Peritoneal fluid",%,2.04,false,"Mesothelial cells/100 leukocytes:NFr:Pt:Periton fld:Qn:"
30431-1,"Mesothelial cells/100 leukocytes",NFr,Pt,"Plr fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Mesothelial cells/100 leukocytes in Pleural fluid",%,2.04,false,"Mesothelial cells/100 leukocytes:NFr:Pt:Plr fld:Qn:"
30366-9,"Metamyelocytes/100 leukocytes",NFr,Pt,CSF,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Metamyelocytes/100 leukocytes in Cerebral spinal fluid",%,2.04,false,"Metamyelocytes/100 leukocytes:NFr:Pt:CSF:Qn:"
26487-9,"Monocytes/100 leukocytes",NFr,Pt,"Body fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Body fluid",%,2.00,false,"Monocytes/100 leukocytes:NFr:Pt:Body fld:Qn:"
40544-9,"Monocytes/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Bronchial specimen by Manual count",%,2.15,false,"Monocytes/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
26486-1,"Monocytes/100 leukocytes",NFr,Pt,CSF,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Cerebral spinal fluid",%,2.00,false,"Monocytes/100 leukocytes:NFr:Pt:CSF:Qn:"
33389-8,"Monocytes/100 leukocytes",NFr,Pt,"Pericard fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Pericardial fluid",%,2.09,false,"Monocytes/100 leukocytes:NFr:Pt:Pericard fld:Qn:"
26488-7,"Monocytes/100 leukocytes",NFr,Pt,"Periton fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Peritoneal fluid",%,2.00,false,"Monocytes/100 leukocytes:NFr:Pt:Periton fld:Qn:"
40521-7,"Monocytes/100 leukocytes",NFr,Pt,"Plr fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Pleural fluid by Manual count",%,2.15,false,"Monocytes/100 leukocytes:NFr:Pt:Plr fld:Qn:Manual count"
17287-4,"Monocytes/100 leukocytes",NFr,Pt,Urine,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes/100 leukocytes in Urine by Manual count",%,1.0l,false,"Monocytes/100 leukocytes:NFr:Pt:Urine:Qn:Manual count"
71604-3,Monocytes/leukocytes,NFr.DF,Pt,"Pericard fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Monocytes/Leukocytes [Pure number fraction] in Pericardial fluid by Manual count",,2.42,false,"Monocytes/leukocytes:NFr.DF:Pt:Pericard fld:Qn:Manual count"
32833-6,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,Bronchial,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Bronchial specimen",%,2.09,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:Bronchial:Qn:"
35020-7,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,"Periton fld",Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Peritoneal fluid",%,2.11,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:Periton fld:Qn:"
35021-5,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,"Plr fld",Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Pleural fluid",%,2.11,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:Plr fld:Qn:"
53127-7,"Monocytes+Macrophages/100 leukocytes",NFr,Pt,Tiss,Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Monocytes+Macrophages/100 leukocytes in Tissue",%,2.24,false,"Monocytes+Macrophages/100 leukocytes:NFr:Pt:Tiss:Qn:"
30443-6,"Mononuclear cells/100 leukocytes",NFr,Pt,"Gast fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Mononuclear cells/100 leukocytes in Gastric fluid",%,2.04,false,"Mononuclear cells/100 leukocytes:NFr:Pt:Gast fld:Qn:"
49782-6,"Mononuclear cells/100 leukocytes",NFr,Pt,"Pericard fld",Qn,,HEM/BC,2.70,ACTIVE,1,Both,,%,"Mononuclear cells/100 leukocytes in Pericardial fluid",%,2.22,false,"Mononuclear cells/100 leukocytes:NFr:Pt:Pericard fld:Qn:"
26495-2,"Mononuclear cells/100 leukocytes",NFr,Pt,"Periton fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Mononuclear cells/100 leukocytes in Peritoneal fluid",%,2.00,false,"Mononuclear cells/100 leukocytes:NFr:Pt:Periton fld:Qn:"
26494-5,"Mononuclear cells/100 leukocytes",NFr,Pt,"Plr fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Mononuclear cells/100 leukocytes in Pleural fluid",%,2.00,false,"Mononuclear cells/100 leukocytes:NFr:Pt:Plr fld:Qn:"
26496-0,"Mononuclear cells/100 leukocytes",NFr,Pt,Semen,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Mononuclear cells/100 leukocytes in Semen",%,2.00,false,"Mononuclear cells/100 leukocytes:NFr:Pt:Semen:Qn:"
17800-4,"Myelocytes/100 leukocytes",NFr,Pt,"Body fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Myelocytes/100 leukocytes in Body fluid",%,1.0l,false,"Myelocytes/100 leukocytes:NFr:Pt:Body fld:Qn:"
30447-7,"Myelocytes/100 leukocytes",NFr,Pt,CSF,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Myelocytes/100 leukocytes in Cerebral spinal fluid",%,2.04,false,"Myelocytes/100 leukocytes:NFr:Pt:CSF:Qn:"
53520-3,"Neutrophils/100 leukocytes",NFr,Pt,"Dial fld",Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Neutrophils/100 leukocytes in Dialysis fluid",%,2.26,false,"Neutrophils/100 leukocytes:NFr:Pt:Dial fld:Qn:"
30454-3,"Neutrophils/100 leukocytes",NFr,Pt,"Pericard fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Neutrophils/100 leukocytes in Pericardial fluid",%,2.04,false,"Neutrophils/100 leukocytes:NFr:Pt:Pericard fld:Qn:"
26514-0,"Neutrophils/100 leukocytes",NFr,Pt,"Periton fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Neutrophils/100 leukocytes in Peritoneal fluid",%,2.00,false,"Neutrophils/100 leukocytes:NFr:Pt:Periton fld:Qn:"
30455-0,"Neutrophils/100 leukocytes",NFr,Pt,"Plr fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Neutrophils/100 leukocytes in Pleural fluid",%,2.04,false,"Neutrophils/100 leukocytes:NFr:Pt:Plr fld:Qn:"
27932-3,"Neutrophils/100 leukocytes",NFr,Pt,Sputum,Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Neutrophils/100 leukocytes in Sputum",%,2.00,false,"Neutrophils/100 leukocytes:NFr:Pt:Sputum:Qn:"
95843-9,"Neutrophils/100 leukocytes",NFr,Pt,Sputum,Qn,"Manual count",HEM/BC,2.69,ACTIVE,1,Observation,,%,"Neutrophils/100 leukocytes in Sputum by Manual count",%,2.69,false,"Neutrophils/100 leukocytes:NFr:Pt:Sputum:Qn:Manual count"
51927-2,"Other cells/100 leukocytes",NFr,Pt,Bronchial,Qn,"Manual count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Other cells/100 leukocytes in Bronchial specimen by Manual count",%,2.24,false,"Other cells/100 leukocytes:NFr:Pt:Bronchial:Qn:Manual count"
75375-6,"Other cells/100 leukocytes",NFr,Pt,Sputum,Qn,"Manual count",HEM/BC,2.50,ACTIVE,1,Observation,,%,"Other cells/100 leukocytes in Sputum by Manual count",%,2.50,false,"Other cells/100 leukocytes:NFr:Pt:Sputum:Qn:Manual count"
50407-6,"Other cells/100 leukocytes",Prid,Pt,CSF,Nom,,HEM/BC,2.73,ACTIVE,1,Observation,,,"Other cells/100 leukocytes [Identifier] in Cerebral spinal fluid",,2.22,false,"Other cells/100 leukocytes:Prid:Pt:CSF:Nom:"
62875-0,"PhenX - assay for human leukocyte antigen (HLA) genotyping protocol 160601",-,Pt,^Patient,-,PhenX,PANEL.PHENX,2.67,TRIAL,2,,,,"PhenX - assay for human leukocyte antigen (HLA) genotyping protocol 160601",,2.36,true,"PhenX - assay for human leukocyte antigen (HLA) genotyping protocol 160601:-:Pt:^Patient:-:PhenX"
75658-5,"Plasma cells/100 leukocytes",NFr,Pt,Bronchial,Qn,,HEM/BC,2.50,ACTIVE,1,Both,,%,"Plasma cells/100 leukocytes in Bronchial specimen",%,2.50,false,"Plasma cells/100 leukocytes:NFr:Pt:Bronchial:Qn:"
30460-0,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Gast fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Gastric fluid",%,2.04,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Gast fld:Qn:"
49787-5,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Pericard fld",Qn,,HEM/BC,2.50,ACTIVE,1,Both,,%,"Polymorphonuclear cells/100 leukocytes in Pericardial fluid",%,2.22,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Pericard fld:Qn:"
26520-7,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Periton fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Peritoneal fluid",%,2.00,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Periton fld:Qn:"
26519-9,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,"Plr fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Pleural fluid",%,2.00,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Plr fld:Qn:"
26521-5,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,Semen,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Semen",%,2.00,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Semen:Qn:"
30461-8,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,Stool,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Stool",%,2.04,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Stool:Qn:"
30462-6,"Polymorphonuclear cells/100 leukocytes",NFr,Pt,Urine,Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Polymorphonuclear cells/100 leukocytes in Urine",%,2.04,false,"Polymorphonuclear cells/100 leukocytes:NFr:Pt:Urine:Qn:"
17802-0,"Prolymphocytes/100 leukocytes",NFr,Pt,"Body fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Prolymphocytes/100 leukocytes in Body fluid",%,1.0l,false,"Prolymphocytes/100 leukocytes:NFr:Pt:Body fld:Qn:"
17804-6,"Promonocytes/100 leukocytes",NFr,Pt,"Body fld",Qn,,HEM/BC,2.70,ACTIVE,1,Observation,,%,"Promonocytes/100 leukocytes in Body fluid",%,1.0l,false,"Promonocytes/100 leukocytes:NFr:Pt:Body fld:Qn:"
34982-9,"Unidentified cells/100 leukocytes",NFr,Pt,"Periton fld",Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Unidentified cells/100 leukocytes in Peritoneal fluid",%,2.11,false,"Unidentified cells/100 leukocytes:NFr:Pt:Periton fld:Qn:"
34983-7,"Unidentified cells/100 leukocytes",NFr,Pt,"Plr fld",Qn,,HEM/BC,2.73,ACTIVE,1,Observation,,%,"Unidentified cells/100 leukocytes in Pleural fluid",%,2.11,false,"Unidentified cells/100 leukocytes:NFr:Pt:Plr fld:Qn:"
32155-4,"Basophils+Eosinophils+Monocytes/100 leukocytes",NFr,Pt,Bld,Qn,"Automated count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Basophils+Eosinophils+Monocytes/100 leukocytes in Blood by Automated count",%,2.07,false,"Basophils+Eosinophils+Monocytes/100 leukocytes:NFr:Pt:Bld:Qn:Automated count"
33256-9,"Leukocytes^^corrected for nucleated erythrocytes",NCnc,Pt,Bld,Qn,"Automated count",HEM/BC,2.73,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] corrected for nucleated erythrocytes in Blood by Automated count",10*3/uL,2.09,false,"Leukocytes^^corrected for nucleated erythrocytes:NCnc:Pt:Bld:Qn:Automated count"
55784-3,"Leukocytes^^corrected for nucleated erythrocytes",NCnc,Pt,"Bone mar",Qn,,HEM/BC,2.44,ACTIVE,1,Observation,,10*3/uL,"Leukocytes [#/volume] corrected for nucleated erythrocytes in Bone marrow",10*3/uL,2.29,false,"Leukocytes^^corrected for nucleated erythrocytes:NCnc:Pt:Bone mar:Qn:"
48034-3,"Leukocytes^^corrected for nucleated erythrocytes",NCnc,Pt,CSF,Qn,,HEM/BC,2.40,ACTIVE,1,Observation,,/uL,"Leukocytes [#/volume] corrected for nucleated erythrocytes in Cerebral spinal fluid",10*3/uL,2.21,false,"Leukocytes^^corrected for nucleated erythrocytes:NCnc:Pt:CSF:Qn:"
70126-8,"Leukocytes^^corrected for nucleated erythrocytes",NCnc,Pt,"Plr fld",Qn,,HEM/BC,2.70,ACTIVE,1,Both,,/uL,"Leukocytes [#/volume] corrected for nucleated erythrocytes in Pleural fluid",10*3/uL,2.40,false,"Leukocytes^^corrected for nucleated erythrocytes:NCnc:Pt:Plr fld:Qn:"
62440-3,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,"Body fld",Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Nucleated erythrocytes/100 leukocytes [Ratio] in Body fluid by Automated count",%,2.36,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:Body fld:Qn:Automated count"
41282-5,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Nucleated erythrocytes/100 leukocytes [Ratio] in Body fluid by Manual count",/100{WBCs},2.15,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:Body fld:Qn:Manual count"
62441-1,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,CSF,Qn,"Automated count",HEM/BC,2.70,ACTIVE,1,Observation,,%,"Nucleated erythrocytes/100 leukocytes [Ratio] in Cerebral spinal fluid by Automated count",%,2.36,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:CSF:Qn:Automated count"
40631-4,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,CSF,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,"/100 WBC","Nucleated erythrocytes/100 leukocytes [Ratio] in Cerebral spinal fluid by Manual count",/100{WBCs},2.15,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:CSF:Qn:Manual count"
48040-0,"Erythrocytes.nucleated/100 leukocytes",Ratio,Pt,"Synv fld",Qn,"Manual count",HEM/BC,2.40,ACTIVE,1,Observation,,"/100 WBC","Nucleated erythrocytes/100 leukocytes [Ratio] in Synovial fluid by Manual count",/100{WBCs},2.21,false,"Erythrocytes.nucleated/100 leukocytes:Ratio:Pt:Synv fld:Qn:Manual count"
42204-8,"Hairy cells/100 leukocytes",NFr,Pt,"Bone mar",Qn,,HEM/BC,2.50,ACTIVE,1,Observation,,%,"Hairy cells/100 leukocytes in Bone marrow",%,2.16,false,"Hairy cells/100 leukocytes:NFr:Pt:Bone mar:Qn:"
95214-3,"Blasts/100 leukocytes",NFr,Pt,"^Stem cell product",Qn,"Manual count",HEM/BC,2.68,ACTIVE,1,Observation,,%,"Blasts/100 leukocytes in Stem cell product by Manual count",%,2.68,false,"Blasts/100 leukocytes:NFr:Pt:^Stem cell product:Qn:Manual count"
13522-8,"Blasts/100 leukocytes",NFr,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Blasts/100 leukocytes in Body fluid by Manual count",%,1.0k,false,"Blasts/100 leukocytes:NFr:Pt:Body fld:Qn:Manual count"
13521-0,"Blasts/100 leukocytes",NFr,Pt,CSF,Qn,"Manual count",HEM/BC,2.73,ACTIVE,1,Observation,,%,"Blasts/100 leukocytes in Cerebral spinal fluid by Manual count",%,1.0k,false,"Blasts/100 leukocytes:NFr:Pt:CSF:Qn:Manual count"
71644-9,Blasts/leukocytes,NFr.DF,Pt,"Body fld",Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Blasts/Leukocytes [Pure number fraction] in Body fluid by Manual count",,2.42,false,"Blasts/leukocytes:NFr.DF:Pt:Body fld:Qn:Manual count"
71656-3,Blasts/leukocytes,NFr.DF,Pt,CSF,Qn,"Manual count",HEM/BC,2.42,ACTIVE,1,Observation,,,"Blasts/Leukocytes [Pure number fraction] in Cerebral spinal fluid by Manual count",,2.42,false,"Blasts/leukocytes:NFr.DF:Pt:CSF:Qn:Manual count"
33228-8,"Leukocyte casts",Naric,Pt,Urine,Qn,"Computer assisted",UA,2.73,ACTIVE,1,Observation,,/HPF,"WBC casts [#/area] in Urine by Computer assisted method",/[HPF],2.09,false,"Leukocyte casts:Naric:Pt:Urine:Qn:Computer assisted"
49103-5,"Leukocyte casts",Naric,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.73,ACTIVE,1,Observation,,/HPF,"WBC casts [#/area] in Urine sediment by Microscopy high power field",/[HPF],2.21,false,"Leukocyte casts:Naric:Pt:Urine sed:Qn:Microscopy.light.HPF"
5820-6,"Leukocyte casts",Naric,Pt,"Urine sed",Qn,Microscopy.light.LPF,UA,2.73,ACTIVE,1,Observation,,/LPF,"WBC casts [#/area] in Urine sediment by Microscopy low power field",/[LPF],1.0,false,"Leukocyte casts:Naric:Pt:Urine sed:Qn:Microscopy.light.LPF"
50233-6,"Leukocyte clumps",Naric,Pt,"Urine sed",Qn,"Automated count",UA,2.73,ACTIVE,1,Observation,,/HPF,"Leukocyte clumps [#/area] in Urine sediment by Automated count",/[HPF],2.22,false,"Leukocyte clumps:Naric:Pt:Urine sed:Qn:Automated count"
46420-6,"Leukocyte clumps",Naric,Pt,"Urine sed",Qn,Microscopy.light.HPF,UA,2.73,ACTIVE,1,Observation,,/HPF,"Leukocyte clumps [#/area] in Urine sediment by Microscopy high power field",/[HPF],2.19,false,"Leukocyte clumps:Naric:Pt:Urine sed:Qn:Microscopy.light.HPF"
33768-3,"Leukocyte clumps",NCnc,Pt,Urine,Qn,"Automated count",UA,2.73,ACTIVE,1,Observation,,/uL,"Leukocyte clumps [#/volume] in Urine by Automated count",/uL,2.09,false,"Leukocyte clumps:NCnc:Pt:Urine:Qn:Automated count"
10446-3,"Leukocyte common Ag",PrThr,Pt,Tiss,Ord,"Immune stain",CELLMARK,2.73,ACTIVE,1,Both,,,"Leukocyte common Ag [Presence] in Tissue by Immune stain",,1.0i,false,"Leukocyte common Ag:PrThr:Pt:Tiss:Ord:Immune stain"
99929-2,Leukocytes,Naric,Pt,"Body fld",Qn,"Automated count",HEM/BC,2.72,ACTIVE,1,Observation,,p/HPF,"Leukocytes [#/area] in Body fluid by Automated count",/[HPF],2.72,false,"Leukocytes:Naric:Pt:Body fld:Qn:Automated count"
96712-5,Leukocytes,Naric,Pt,"Body fld",Qn,Microscopy.light,HEM/BC,2.69,ACTIVE,1,Observation,,/field,"Leukocytes [#/area] in Body fluid by Light microscopy",/{field},2.69,false,"Leukocytes:Naric:Pt:Body fld:Qn:Microscopy.light"
49224-9,Leukocytes,Naric,Pt,Semen,Qn,Microscopy.light.HPF,HEM/BC,2.73,ACTIVE,1,Both,,/HPF,"Leukocytes [#/area] in Semen by Microscopy high power field",/[HPF],2.21,false,Leukocytes:Naric:Pt:Semen:Qn:Microscopy.light.HPF
51770-6,Leukocytes,Naric,Pt,Stool,Qn,Microscopy.light.HPF,HEM/BC,2.73,ACTIVE,1,Observation,,/HPF,"Leukocytes [#/area] in Stool by Microscopy high power field",/[HPF],2.24,false,Leukocytes:Naric:Pt:Stool:Qn:Microscopy.light.HPF
