LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
33489-6,"Hydrogen+Methane/Expired gas^3H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Hydrogen+Methane/Expired gas [Volume Fraction] in Exhaled gas --3 hours post dose lactose PO",[ppm],2.09,false,"Hydrogen+Methane/Expired gas^3H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
33481-3,"Methane/Expired gas^2.5H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Methane/Expired gas [Volume Fraction] in Exhaled gas --2.5 hours post dose lactose PO",[ppm],2.09,false,"Methane/Expired gas^2.5H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
33480-5,"Methane/Expired gas^2H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Methane/Expired gas [Volume Fraction] in Exhaled gas --2 hours post dose lactose PO",[ppm],2.09,false,"Methane/Expired gas^2H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
49234-8,"Patient symptoms^1.5H post dose lactose PO",Imp,Pt,^Patient,Nar,,CHAL,2.38,ACTIVE,1,Observation,,,"Patient symptoms [Interpretation] Narrative--1.5 hours post dose lactose PO",,2.21,false,"Patient symptoms^1.5H post dose lactose PO:Imp:Pt:^Patient:Nar:"
33486-2,"Patient symptoms^1.5H post dose lactose PO",Imp,Pt,^Patient,Nom,,CHAL,2.12,ACTIVE,1,Observation,,,"Patient symptoms [Interpretation] --1.5 hours post dose lactose PO",,2.09,false,"Patient symptoms^1.5H post dose lactose PO:Imp:Pt:^Patient:Nom:"
18354-1,"Glucose^12H post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --12 hours post 50 g lactose PO",mg/dL,1.0l,false,"Glucose^12H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
10832-4,"Glucose^15M post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --15 minutes post 50 g lactose PO",mg/dL,1.0j-a,false,"Glucose^15M post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
74084-5,"Glucose^15M post 50 g lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.46,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --15 minutes post 50 g lactose PO",mmol/L,2.46,false,"Glucose^15M post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn:"
26778-1,"Glucose^1H post dose lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --1 hour post dose lactose PO",mg/dL,2.00,false,"Glucose^1H post dose lactose PO:MCnc:Pt:Ser/Plas:Qn:"
40277-6,"Glucose^1H post dose lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --1 hour post dose lactose PO",mmol/L,2.15,false,"Glucose^1H post dose lactose PO:SCnc:Pt:Ser/Plas:Qn:"
39561-6,"Glucose^1st specimen post dose lactose",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --1st specimen post dose lactose",mg/dL,2.15,false,"Glucose^1st specimen post dose lactose:MCnc:Pt:Ser/Plas:Qn:"
53928-8,"Glucose^20M post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --20 minutes post 50 g lactose PO",mg/dL,2.26,false,"Glucose^20M post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
69943-9,"Glucose^20M post 50 g lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --20 minutes post 50 g lactose PO",mmol/L,2.40,false,"Glucose^20M post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn:"
6750-4,"Glucose^2H post 50 g lactose PO",PrThr,Pt,Urine,SemiQn,"Test strip",CHAL,2.75,ACTIVE,1,Both,,,"Glucose [Presence] in Urine by Test strip --2 hours post 50 g lactose PO",,1.0h(2),false,"Glucose^2H post 50 g lactose PO:PrThr:Pt:Urine:SemiQn:Test strip"
26780-7,"Glucose^2H post dose lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --2 hours post dose lactose PO",mg/dL,2.00,false,"Glucose^2H post dose lactose PO:MCnc:Pt:Ser/Plas:Qn:"
40279-2,"Glucose^2H post dose lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --2 hours post dose lactose PO",mmol/L,2.15,false,"Glucose^2H post dose lactose PO:SCnc:Pt:Ser/Plas:Qn:"
33024-1,"Glucose^30M post 1.2 g/kg lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --30 minutes post 1.2 g/kg lactose PO",mg/dL,2.09,false,"Glucose^30M post 1.2 g/kg lactose PO:MCnc:Pt:Ser/Plas:Qn:"
1526-3,"Glucose^30M post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --30 minutes post 50 g lactose PO",mg/dL,1.0,false,"Glucose^30M post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
6753-8,"Glucose^30M post 50 g lactose PO",PrThr,Pt,Urine,SemiQn,"Test strip",CHAL,2.75,ACTIVE,1,Observation,,,"Glucose [Presence] in Urine by Test strip --30 minutes post 50 g lactose PO",,1.0h(2),false,"Glucose^30M post 50 g lactose PO:PrThr:Pt:Urine:SemiQn:Test strip"
14762-9,"Glucose^30M post 50 g lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --30 minutes post 50 g lactose PO",mmol/L,1.0k,false,"Glucose^30M post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn:"
30346-1,"Glucose^3H post 1.2 g/kg lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --3 hours post 1.2 g/kg lactose PO",mg/dL,2.04,false,"Glucose^3H post 1.2 g/kg lactose PO:MCnc:Pt:Ser/Plas:Qn:"
13606-9,"Glucose^3H post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --3 hours post 50 g lactose PO",mg/dL,1.0k,false,"Glucose^3H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
53929-6,"Glucose^40M post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --40 minutes post 50 g lactose PO",mg/dL,2.26,false,"Glucose^40M post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
69944-7,"Glucose^40M post 50 g lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --40 minutes post 50 g lactose PO",mmol/L,2.40,false,"Glucose^40M post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn:"
11032-0,"Glucose^45M post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --45 minutes post 50 g lactose PO",mg/dL,1.0j-a,false,"Glucose^45M post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
75637-9,"Glucose^45M post 50 g lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.50,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --45 minutes post 50 g lactose PO",mmol/L,2.50,false,"Glucose^45M post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn:"
13607-7,"Glucose^4H post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --4 hours post 50 g lactose PO",mg/dL,1.0k,false,"Glucose^4H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
13866-9,"Glucose^5H post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --5 hours post 50 g lactose PO",mg/dL,1.0k,false,"Glucose^5H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
18353-3,"Glucose^6H post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --6 hours post 50 g lactose PO",mg/dL,1.0l,false,"Glucose^6H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
33492-0,"Hydrogen/Expired gas^1H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --1 hour post dose lactose PO",[ppm],2.09,false,"Hydrogen/Expired gas^1H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
60233-4,"Hydrogen/Expired gas^2.25H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --2.25 hours post dose lactose PO",[ppm],2.34,false,"Hydrogen/Expired gas^2.25H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
33494-6,"Hydrogen/Expired gas^2H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --2 hours post dose lactose PO",[ppm],2.09,false,"Hydrogen/Expired gas^2H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
33506-7,"Hydrogen+Methane/Expired gas^2.5H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Hydrogen+Methane/Expired gas [Volume Fraction] in Exhaled gas --2.5 hours post dose lactose PO",[ppm],2.09,false,"Hydrogen+Methane/Expired gas^2.5H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
33503-4,"Hydrogen+Methane/Expired gas^2H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Hydrogen+Methane/Expired gas [Volume Fraction] in Exhaled gas --2 hours post dose lactose PO",[ppm],2.09,false,"Hydrogen+Methane/Expired gas^2H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
33499-5,"Methane/Expired gas^1H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Methane/Expired gas [Volume Fraction] in Exhaled gas --1 hour post dose lactose PO",[ppm],2.09,false,"Methane/Expired gas^1H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
26779-9,"Glucose^1.5H post dose lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --1.5 hours post dose lactose PO",mg/dL,2.00,false,"Glucose^1.5H post dose lactose PO:MCnc:Pt:Ser/Plas:Qn:"
40278-4,"Glucose^1.5H post dose lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --1.5 hours post dose lactose PO",mmol/L,2.15,false,"Glucose^1.5H post dose lactose PO:SCnc:Pt:Ser/Plas:Qn:"
6747-0,"Glucose^1H post 50 g lactose PO",PrThr,Pt,Urine,SemiQn,"Test strip",CHAL,2.75,ACTIVE,1,Both,,,"Glucose [Presence] in Urine by Test strip --1 hour post 50 g lactose PO",,1.0h(2),false,"Glucose^1H post 50 g lactose PO:PrThr:Pt:Urine:SemiQn:Test strip"
13865-1,"Glucose^2.5H post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Observation,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --2.5 hours post 50 g lactose PO",mg/dL,1.0k,false,"Glucose^2.5H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
45298-7,"Glucose^2.5H post 50 g lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --2.5 hours post 50 g lactose PO",mmol/L,2.17,false,"Glucose^2.5H post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn:"
30345-3,"Glucose^2H post 1.2 g/kg lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --2 hours post 1.2 g/kg lactose PO",mg/dL,2.04,false,"Glucose^2H post 1.2 g/kg lactose PO:MCnc:Pt:Ser/Plas:Qn:"
1517-2,"Glucose^2H post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --2 hours post 50 g lactose PO",mg/dL,1.0,false,"Glucose^2H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
14758-7,"Glucose^2H post 50 g lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --2 hours post 50 g lactose PO",mmol/L,1.0k,false,"Glucose^2H post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn:"
60235-9,"Hydrogen/Expired gas^1.25H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --1.25 hours post dose lactose PO",[ppm],2.34,false,"Hydrogen/Expired gas^1.25H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
33493-8,"Hydrogen/Expired gas^1.5H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --1.5 hours post dose lactose PO",[ppm],2.09,false,"Hydrogen/Expired gas^1.5H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
60234-2,"Hydrogen/Expired gas^1.75H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --1.75 hours post dose lactose PO",[ppm],2.34,false,"Hydrogen/Expired gas^1.75H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
33502-6,"Hydrogen+Methane/Expired gas^1.5H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Hydrogen+Methane/Expired gas [Volume Fraction] in Exhaled gas --1.5 hours post dose lactose PO",[ppm],2.09,false,"Hydrogen+Methane/Expired gas^1.5H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
33505-9,"Hydrogen+Methane/Expired gas^1H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Hydrogen+Methane/Expired gas [Volume Fraction] in Exhaled gas --1 hour post dose lactose PO",[ppm],2.09,false,"Hydrogen+Methane/Expired gas^1H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
33500-0,"Methane/Expired gas^1.5H post dose lactose PO",VFr,Pt,"Exhl gas",Qn,,CHAL,2.70,ACTIVE,1,Observation,,ppm,"Methane/Expired gas [Volume Fraction] in Exhaled gas --1.5 hours post dose lactose PO",[ppm],2.09,false,"Methane/Expired gas^1.5H post dose lactose PO:VFr:Pt:Exhl gas:Qn:"
6761-1,"Glucose^1.5H post 50 g lactose PO",PrThr,Pt,Urine,SemiQn,"Test strip",CHAL,2.75,ACTIVE,1,Observation,,,"Glucose [Presence] in Urine by Test strip --1.5 hours post 50 g lactose PO",,1.0h(2),false,"Glucose^1.5H post 50 g lactose PO:PrThr:Pt:Urine:SemiQn:Test strip"
30344-6,"Glucose^1H post 1.2 g/kg lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.70,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --1 hour post 1.2 g/kg lactose PO",mg/dL,2.04,false,"Glucose^1H post 1.2 g/kg lactose PO:MCnc:Pt:Ser/Plas:Qn:"
1506-5,"Glucose^1H post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --1 hour post 50 g lactose PO",mg/dL,1.0,false,"Glucose^1H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
14755-3,"Glucose^1H post 50 g lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --1 hour post 50 g lactose PO",mmol/L,1.0k,false,"Glucose^1H post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn:"
6762-9,"Glucose^1.5H post 50 g lactose PO",MCnc,Pt,Ser/Plas,Qn,,CHAL,2.73,ACTIVE,1,Both,,mg/dL,"Glucose [Mass/volume] in Serum or Plasma --1.5 hours post 50 g lactose PO",mg/dL,1.0h(2),false,"Glucose^1.5H post 50 g lactose PO:MCnc:Pt:Ser/Plas:Qn:"
14751-2,"Glucose^1.5H post 50 g lactose PO",SCnc,Pt,Ser/Plas,Qn,,CHAL,2.34,ACTIVE,1,Observation,,mmol/L,"Glucose [Moles/volume] in Serum or Plasma --1.5 hours post 50 g lactose PO",mmol/L,1.0k,false,"Glucose^1.5H post 50 g lactose PO:SCnc:Pt:Ser/Plas:Qn:"
56935-0,"Hydrogen/Expired gas^3.5H post dose lactulose",VFr,Pt,"Exhl gas",Qn,,CHAL,2.42,ACTIVE,1,Observation,,%,"Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --3.5 hour post dose lactose",%,2.29,false,"Hydrogen/Expired gas^3.5H post dose lactulose:VFr:Pt:Exhl gas:Qn:"
